doi,id
10.1016/j.yjmcc.2009.12.021,pub.1031782891
10.1016/s0022-1759(01)00519-1,pub.1003934387
10.1111/j.1365-2443.2008.01229.x,pub.1049160163
10.1002/0471142905.hg1210s54,pub.1007118143
10.1074/jbc.m206618200,pub.1047363450
10.1186/cc2468,pub.1042865538
10.1038/ki.2010.106,pub.1047597296
10.1111/j.1600-0854.2007.00600.x,pub.1039798990
10.1038/sj.embor.7400945,pub.1010822092
10.1111/j.1600-0897.2010.00874.x,pub.1012586784
10.1158/0008-5472.can-05-3526,pub.1023640602
10.1074/mcp.m600043-mcp200,pub.1025296736
10.1016/j.molcel.2009.01.008,pub.1033715514
10.1128/mcb.00416-08,pub.1044866034
10.1517/17425247.5.9.979,pub.1015527081
10.1016/j.ceb.2010.09.008,pub.1043378281
10.1042/bst0360491,pub.1028437044
10.1016/j.mehy.2009.12.001,pub.1035443304
10.1093/nar/gkh687,pub.1033903621
10.1093/ndt/gfm205,pub.1009827543
10.1159/000175155,pub.1015622162
10.1016/j.semcdb.2008.09.005,pub.1018769779
10.1128/mcb.21.10.3405-3415.2001,pub.1000700554
10.1111/j.1365-2230.2005.01736.x,pub.1041285684
10.1080/15216540701604632,pub.1045186135
10.1016/s1386-6532(08)70022-2,pub.1037708767
10.1186/cc2204,pub.1004005320
10.1093/nar/gkp127,pub.1019596714
10.1016/s0022-5347(18)38236-3,pub.1101346490
10.1016/j.vaccine.2010.06.077,pub.1028679422
10.1097/01.cji.0000191003.32234.2e,pub.1020338012
10.1016/j.molcel.2008.07.005,pub.1006768454
10.1016/s0197-4580(04)80033-2,pub.1013554939
10.1128/mcb.23.14.4805-4813.2003,pub.1004283918
10.4049/jimmunol.173.8.5121,pub.1076947828
10.1016/s0161-5890(02)00086-x,pub.1041146005
10.1186/cc5847,pub.1050035815
10.1111/j.1398-9995.2010.02393.x,pub.1012387545
10.1038/nrendo.2010.210,pub.1004467321
10.1186/cc2547,pub.1047641695
10.1016/j.nmd.2006.10.001,pub.1033972636
10.1093/emboj/cdf444,pub.1045598153
10.1002/prot.20018,pub.1024935981
10.1038/mi.2010.5,pub.1046442924
10.1097/01.ccm.0000114999.81252.b5,pub.1011216135
10.1242/jcs.00135,pub.1047650531
10.1111/j.1469-8137.2009.02922.x,pub.1044244361
10.1016/j.ejogrb.2007.06.025,pub.1047285788
10.1002/jnr.21476,pub.1048424242
10.1183/09031936.03.00041703,pub.1039580518
10.1016/j.clim.2007.03.032,pub.1049452415
10.1186/cc2678,pub.1019231770
10.1016/j.clim.2010.03.244,pub.1028466604
10.1182/blood-2004-03-0824,pub.1012465785
10.1379/csc-158r.1,pub.1020451277
10.1002/jmor.10866,pub.1020091222
10.1016/j.biochi.2005.03.005,pub.1044027177
10.11606/t.5.2010.tde-25082010-112042,pub.1103439383
10.1074/jbc.m800295200,pub.1052054178
10.1186/1742-4690-3-26,pub.1035576056
10.1080/08916930601061538,pub.1019850484
10.1172/jci32789,pub.1063417017
10.1371/journal.pone.0008739,pub.1036453028
10.1016/j.ejcb.2007.03.003,pub.1021091317
10.1101/gad.13.2.188,pub.1016100928
10.1007/s13139-010-0039-7,pub.1052973113
10.1074/jbc.m305718200,pub.1027475160
10.1016/j.pbi.2010.11.006,pub.1015801927
10.1007/s00018-007-7270-0,pub.1030163082
10.1385/cp:2:1:45,pub.1042901066
,pub.1077793747
10.1186/cc2500,pub.1035524479
10.2217/imt.10.44,pub.1026899542
10.1128/mcb.00127-08,pub.1011239854
10.1097/00003246-200512002-00048,pub.1033832048
10.1534/genetics.106.067959,pub.1009219777
10.1016/j.str.2007.03.006,pub.1005637968
10.1105/tpc.109.067736,pub.1042880168
10.1186/cc2720,pub.1051302265
10.1099/vir.0.81598-0,pub.1060401001
10.1128/jvi.76.1.142-150.2002,pub.1002813463
10.1161/circulationaha.106.662080,pub.1027860018
10.1051/medsci/200723121148,pub.1057041792
10.1038/icb.2008.3,pub.1044492808
10.1038/nrmicro2406,pub.1015742847
10.1078/0171-9335-00385,pub.1034916603
10.1189/jlb.0907641,pub.1013234308
10.1261/rna.2171203,pub.1015936985
10.1038/nrg2111,pub.1041827699
10.1016/j.atherosclerosis.2009.05.029,pub.1048611301
10.1186/1471-2164-7-20,pub.1014433781
10.1016/j.micinf.2008.01.009,pub.1014370944
10.1016/j.molbiopara.2006.03.011,pub.1027257086
10.1038/modpathol.2010.27,pub.1000137732
10.1111/j.1600-6143.2005.01197.x,pub.1053062272
10.1016/j.biocel.2010.10.015,pub.1045814776
10.1016/j.bbrc.2009.06.095,pub.1014585608
10.1128/mcb.00128-07,pub.1044475610
10.1016/j.jchromb.2009.05.023,pub.1037646558
10.1097/00024382-200606001-00263,pub.1047152440
10.1016/j.biochi.2010.04.026,pub.1044071899
10.1016/s0049-3848(08)70020-3,pub.1005627989
10.1016/j.bbamcr.2007.04.015,pub.1012512392
10.1515/bc.2008.154,pub.1014001352
10.1186/1742-4690-6-51,pub.1046468103
10.1038/nri1960,pub.1022250802
10.1186/cc2617,pub.1008312631
10.1080/02656730701858297,pub.1022789603
10.1529/biophysj.104.057059,pub.1051589478
10.1097/01.cji.0000190991.69459.66,pub.1044016233
10.1292/jvms.62.737,pub.1016658945
10.1186/cc2506,pub.1039334606
10.1016/j.str.2010.02.007,pub.1012403689
10.1007/s10495-005-2940-6,pub.1027801926
10.1016/j.ymeth.2007.06.001,pub.1000114991
10.1111/j.1600-0854.2007.00566.x,pub.1052997504
10.1021/pr0498988,pub.1035555705
10.1038/sj.embor.7400628,pub.1030128973
10.1016/s0014-4827(03)00372-0,pub.1016048296
10.1182/blood.v106.11.5095.5095,pub.1126812144
10.2310/7290.2007.00027,pub.1077536253
10.1186/cc2795,pub.1032465771
10.1016/j.cell.2010.11.043,pub.1047354733
10.1097/00024382-200606001-00184,pub.1015245034
10.1074/jbc.m610512200,pub.1022857247
10.1128/jb.00559-07,pub.1013374816
10.1007/s00249-008-0371-3,pub.1037010657
10.1007/bf02619485,pub.1041084067
10.1016/j.ejcsup.2006.04.112,pub.1033851510
10.1016/j.pneurobio.2008.10.001,pub.1032513539
10.1055/s-2006-958465,pub.1057471268
10.1021/pr800658c,pub.1056294574
10.1055/s-2006-927398,pub.1057457214
10.1016/s1360-1385(02)00007-9,pub.1020566927
10.1038/sj.emboj.7600759,pub.1011375545
10.1345/aph.1e234,pub.1044485475
10.1083/jcb.200507002,pub.1030279959
10.1002/mnfr.200700280,pub.1049065466
10.1371/journal.pbio.0030189,pub.1015051094
10.1097/00003246-200512002-00002,pub.1018820299
10.1097/mcc.0b013e32830c1d1f,pub.1006836907
10.1016/j.ceb.2010.08.014,pub.1028127656
10.1097/01.cji.0000190998.01740.e1,pub.1005381752
10.1186/ar743,pub.1043646460
10.1016/j.bbagrm.2007.12.008,pub.1017947138
10.1007/s00262-010-0914-1,pub.1036706478
10.1159/000319864,pub.1009798959
10.1016/j.juro.2009.05.001,pub.1002878535
10.1532/ijh97.06003,pub.1023776235
10.1586/14737140.8.8.1203,pub.1019236994
10.1371/journal.pgen.1000532,pub.1021103352
10.1111/j.1582-4934.2009.00724.x,pub.1036136777
10.1182/blood-2007-06-097410,pub.1046491377
10.1261/rna.7291205,pub.1020729144
10.1016/j.molcel.2005.11.028,pub.1052674521
10.1016/j.oraloncology.2006.12.014,pub.1041777338
10.1160/th07-02-0125,pub.1063291150
10.1002/ijc.21895,pub.1022944565
10.1111/j.1365-2567.2007.02714.x,pub.1050433354
10.1172/jci118610,pub.1001543386
10.1186/ar440,pub.1032480235
10.1038/nature02559,pub.1000910611
10.4161/cc.8.13.8988,pub.1072300107
10.1002/pmic.200800138,pub.1016131649
10.1016/s0016-5085(04)80008-8,pub.1030521393
10.1016/j.bbrc.2009.12.006,pub.1025632861
10.1016/s1534-5807(03)00187-4,pub.1026673440
10.1016/j.leukres.2008.07.012,pub.1005107551
10.1016/j.immuni.2009.08.014,pub.1048923256
10.1159/000313557,pub.1018210263
10.1016/j.sbi.2007.03.012,pub.1010195836
10.3791/1954,pub.1018138796
10.1046/j.1600-065x.2003.00079.x,pub.1011215257
10.1016/j.placenta.2008.08.004,pub.1033380215
10.1038/cmi.2010.59,pub.1031913122
10.1111/j.1600-0854.2010.01145.x,pub.1051554837
10.1093/nar/gkn005,pub.1053619627
10.1128/mcb.01068-10,pub.1015220720
10.1007/bf02979479,pub.1050550012
10.1038/nrm973,pub.1015443502
10.1007/s00109-010-0617-2,pub.1041723385
10.1155/2004/743956,pub.1043522267
10.1007/s00005-009-0025-x,pub.1008193388
10.1586/1744666x.1.3.419,pub.1043608619
10.1128/jvi.74.16.7204-7210.2000,pub.1018077481
10.1097/01.wox.0000301506.98676.ad,pub.1060323337
10.1016/s1672-0229(10)60017-4,pub.1032594972
10.1073/pnas.0804549105,pub.1051826896
10.1152/ajplung.00469.2004,pub.1030502315
10.1016/s0092-8674(00)00174-4,pub.1019991879
10.1182/blood-2005-05-1889,pub.1049102587
10.1038/nrm1711,pub.1008274415
10.1255/ejms.1050,pub.1064519420
10.1093/molehr/gah129,pub.1050624361
10.1101/gr.1392003,pub.1019363185
10.1101/gad.463708,pub.1030065605
10.1158/1535-7163.mct-09-0977,pub.1014379035
10.1186/cc2493,pub.1053593382
10.1038/sj.emboj.7601511,pub.1007749964
10.3109/02656730903413375,pub.1009360775
10.1016/j.addr.2010.08.010,pub.1033876452
10.1111/j.1440-1681.2009.05246.x,pub.1048464792
10.4049/jimmunol.177.6.3746,pub.1077292254
10.3109/10409238.2010.502516,pub.1049644392
10.1097/01.cji.0000191097.65819.65,pub.1041181512
10.1093/nar/gkq1192,pub.1032852299
10.1016/j.biocel.2010.01.014,pub.1033636081
10.1126/science.311.5760.439b,pub.1062591066
10.1038/sj.leu.2404361,pub.1040568440
10.1084/jem.20011925,pub.1006540139
10.1016/j.bbi.2007.11.005,pub.1018561592
10.1111/j.1464-410x.2006.06434.x,pub.1034982770
10.1016/j.coi.2008.06.009,pub.1050468971
10.1177/002215549704500706,pub.1010788520
10.1016/j.neuro.2009.05.008,pub.1046668553
10.1097/01.tp.0000269724.06142.92,pub.1046895041
10.1046/j.1365-2141.2001.03062.x,pub.1009294967
10.1371/journal.pone.0011124,pub.1000905842
10.1097/00024382-200606001-00198,pub.1019118422
10.1111/j.1365-2958.2010.07130.x,pub.1018245281
10.1038/cddis.2010.77,pub.1046193068
10.1159/000094968,pub.1048641177
10.1186/cc2243,pub.1025953151
10.1017/s0016672300016918,pub.1053844006
10.1042/cbi20100147,pub.1022293304
10.1128/mcb.20.10.3616-3625.2000,pub.1012561212
10.2353/ajpath.2010.100180,pub.1007286165
10.1016/j.ajog.2006.10.611,pub.1029920889
10.1007/s00418-007-0359-6,pub.1007521213
10.1084/jem.20010898,pub.1024559936
10.1051/medsci/200925137,pub.1057042387
10.1016/j.ymthe.2006.08.640,pub.1002536348
10.1093/nar/gkq928,pub.1014670446
10.1016/s0248-4900(98)80300-6,pub.1048071098
10.1186/ar722,pub.1020662348
10.1128/jvi.01909-07,pub.1021813350
10.1038/emboj.2010.275,pub.1045910252
10.1146/annurev.physiol.70.113006.100621,pub.1030479353
10.1016/s1246-7820(02)00261-6,pub.1027565629
10.2353/ajpath.2009.080652,pub.1028325583
10.1097/01.cji.0000190981.08471.78,pub.1012883290
10.1016/j.cell.2006.05.002,pub.1020277735
10.1159/000094938,pub.1013321304
10.1097/00024382-200606001-00188,pub.1050546759
10.1097/00024382-200606001-00083,pub.1030664007
10.2217/17460794.2.4.325,pub.1029168911
10.1038/nbt1417,pub.1036615095
10.1186/1471-2172-11-34,pub.1024953549
10.1007/s13105-010-0050-6,pub.1040289905
10.1261/rna.333507,pub.1004626010
10.1371/journal.pcbi.0030233,pub.1021022037
10.1038/cr.2010.88,pub.1004514036
10.1111/j.1439-0264.2010.01008_2.x,pub.1041511822
10.1016/j.molmed.2008.07.004,pub.1012401188
10.1186/ar525,pub.1039322326
10.1074/jbc.m702998200,pub.1049942618
10.1186/ar463,pub.1049312041
10.1097/01.wox.0000301231.32431.17,pub.1060323062
10.1007/s00109-007-0214-1,pub.1043790459
10.1073/pnas.0603838103,pub.1017875402
10.1016/j.bbagrm.2008.03.003,pub.1024842175
10.1093/emboj/17.5.1497,pub.1050119303
10.1016/j.bbagrm.2010.06.002,pub.1008813912
10.1164/rccm.200905-0765oc,pub.1000165074
10.1038/nsmb.1913,pub.1007491296
10.1016/j.ejcsup.2006.04.110,pub.1020354000
10.1177/154405910708600903,pub.1064058430
10.4049/jimmunol.179.8.5523,pub.1077493720
10.1186/cc2774,pub.1053204473
10.1098/rspb.2008.1960,pub.1046924666
10.1002/jcp.20522,pub.1007194654
10.1074/jbc.m509121200,pub.1037410274
10.1016/s0969-2126(00)00521-9,pub.1007346858
10.1038/nrm2178,pub.1039155948
10.1016/j.allerg.2004.01.002,pub.1014125415
10.1111/j.1742-7843.2008.00262.x,pub.1046579390
10.1128/mcb.00272-09,pub.1022577494
10.1007/s11908-008-0024-9,pub.1033849851
10.3103/s0095452709010113,pub.1044394595
10.1016/j.cub.2003.10.061,pub.1015163820
10.1371/journal.pbio.0050005,pub.1028517126
10.1097/01.wox.0000301247.02830.d7,pub.1060323078
10.2174/1874357900903010037,pub.1026350423
10.1261/rna.352507,pub.1018025701
10.1189/jlb.0705382,pub.1026997833
10.1016/j.urology.2006.08.764,pub.1029612800
10.3748/wjg.v11.i29.4604,pub.1071363454
10.1084/jem.183.3.1161,pub.1035812970
10.1111/j.1365-3083.2008.02078.x,pub.1003497466
10.1016/j.cell.2007.03.038,pub.1024970981
10.1097/01.bcr.0000368436.81510.d9,pub.1005908707
10.1097/01.cji.0000191046.60943.a4,pub.1039215078
10.1111/j.1742-4658.2009.07049.x,pub.1000440277
10.1111/j.1438-8677.1974.tb00978.x,pub.1046464189
10.4049/jimmunol.176.1.357,pub.1077164367
10.1002/yea.1326,pub.1006813721
10.1186/ar484,pub.1008577016
10.1016/j.autrev.2006.03.012,pub.1023261858
10.1160/th07-02-0082,pub.1063291129
10.1385/cbb:41:2:265,pub.1034679438
10.1186/1471-2121-10-70,pub.1004700584
10.1186/cc2639,pub.1008424687
10.1164/rccm.200909-1463oc,pub.1002719753
10.1186/cc2765,pub.1020416523
10.1074/jbc.m110.108548,pub.1021608800
